"package","target_kind","file","line","col","boundary_class","source_site_head","disposition","causal_identity_bearing","sensitive_or_unstable","activation_cohort","note"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\test_api.rs","1359","31","classification_only","worker.join().map_err(|_| anyhow::anyhow!('readiness observer thread panicked'))??;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\text_sync\tests.rs","841","59","retain_cause","let uri = url::Url::from_file_path(&path).map_err(|_| 'invalid file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\text_sync\tests.rs","1239","55","retain_cause","let url = url::Url::from_file_path(&path).map_err(|_| 'invalid file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\text_sync\tests.rs","1283","55","retain_cause","let url = url::Url::from_file_path(&path).map_err(|_| 'invalid file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3212","70","retain_cause","let normalized_uri = url::Url::from_file_path(&path).map_err(|_| 'invalid file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3313","63","retain_cause","let uri = url::Url::from_file_path(&path).map_err(|_| 'invalid file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3433","66","retain_cause","url::Url::from_directory_path(&removed_root).map_err(|_| 'invalid removed root')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3435","63","retain_cause","url::Url::from_directory_path(&kept_root).map_err(|_| 'invalid kept root')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3437","22","retain_cause",".map_err(|_| 'invalid removed path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3440","58","classification_only","url::Url::from_file_path(&kept_path).map_err(|_| 'invalid kept path')?.to_string();","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3540","22","retain_cause",".map_err(|_| 'invalid workspace folder path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3588","22","retain_cause",".map_err(|_| 'invalid workspace folder path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3682","22","retain_cause",".map_err(|_| 'invalid old workspace folder path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3685","22","retain_cause",".map_err(|_| 'invalid new workspace folder path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3782","22","retain_cause",".map_err(|_| 'invalid active document path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3785","22","retain_cause",".map_err(|_| 'invalid dependency path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3788","22","retain_cause",".map_err(|_| 'invalid replacement path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3794","22","retain_cause",".map_err(|_| 'invalid workspace folder path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3905","22","retain_cause",".map_err(|_| 'invalid active document path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3908","22","retain_cause",".map_err(|_| 'invalid dependency path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","3914","22","retain_cause",".map_err(|_| 'invalid workspace folder path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace.rs","4078","60","retain_cause","url::Url::from_directory_path(&folder).map_err(|_| 'invalid folder path')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\workspace\configuration_response.rs","239","22","retain_cause",".map_err(|_| 'failed to create folder URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\state\document.rs","1402","53","classification_only","results.push(must(handle.join().map_err(|_| 'reader thread panicked')));","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\cancellation_atomic_operations_hardening.rs","264","35","classification_only","handle.join().map_err(|_| 'Thread should complete without panic')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\cancellation_atomic_operations_hardening.rs","488","35","classification_only","handle.join().map_err(|_| 'Concurrent operation should not panic')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\cancellation_atomic_operations_hardening.rs","763","35","classification_only","handle.join().map_err(|_| 'Metrics thread should not panic')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\cancellation_atomic_operations_hardening.rs","955","35","classification_only","handle.join().map_err(|_| 'Global registry thread should not panic')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\critical_fixes_tests.rs","20","18","retain_cause",".map_err(|_| format!('Failed to create URL from {}', path.display()))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\critical_fixes_tests.rs","36","18","retain_cause",".map_err(|_| format!('Failed to create URL from {}', path.display()))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\critical_fixes_tests.rs","174","18","retain_cause",".map_err(|_| format!('Failed to create URL from {}', absolute_path.display()))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\critical_fixes_tests.rs","178","18","retain_cause",".map_err(|_| format!('Failed to create URL from {}', file_scheme_path.display()))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\critical_fixes_tests.rs","197","26","retain_cause",".map_err(|_| format!('Failed to create URL from file path: {}', input_uri))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\execute_command_mutation_hardening_public_api_tests.rs","70","18","retain_cause",".map_err(|_| format!('Failed to create file URI for {}', path.display()))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\lsp_behavioral_tests.rs","23","18","retain_cause",".map_err(|_| format!('file path to URI failed: {}', path.display()))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\lsp_concurrency.rs","54","53","classification_only","let (version, text) = handle.join().map_err(|_| 'Thread join failed')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\lsp_execute_command_tests.rs","1271","18","retain_cause",".map_err(|_| 'failed to convert script path to file URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\lsp_filesystem_failures.rs","20","42","retain_cause","Ok(Url::from_file_path(path).map_err(|_| 'Failed to convert file path to URI')?.to_string(","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\lsp_golden_tests.rs","21","18","retain_cause",".map_err(|_| format!('file path to URI failed: {}', path.display()))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\pull_diagnostics_tests.rs","117","18","retain_cause",".map_err(|_| 'failed to build Makefile.PL test URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\pull_diagnostics_tests.rs","430","18","retain_cause",".map_err(|_| 'failed to create script URI for @INC test')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\pull_diagnostics_tests.rs","466","18","retain_cause",".map_err(|_| 'failed to create script URI for incomplete-pragma @INC test')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\semantic_hover.rs","487","55","retain_cause","url::Url::from_file_path(&script).map_err(|_| 'invalid script file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\semantic_integration.rs","230","54","retain_cause","let uri = Url::from_file_path(&path).map_err(|_| 'failed to build file URI')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\semantic_integration.rs","270","54","retain_cause","let uri = Url::from_file_path(&path).map_err(|_| 'failed to build file URI')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\tests\support\test_workspace.rs","25","22","retain_cause",".map_err(|_| 'Failed to create file URL')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","src_cfg_test","crates\perl-module\src\resolution\uri.rs","601","22","retain_cause",".map_err(|_| 'failed to create workspace URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","src_cfg_test","crates\perl-module\src\resolution\uri.rs","663","26","retain_cause",".map_err(|_| 'failed to create first workspace URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","src_cfg_test","crates\perl-module\src\resolution\uri.rs","666","26","retain_cause",".map_err(|_| 'failed to create second workspace URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","integration_test","crates\perl-module\tests\module_resolution_candidate_api.rs","11","18","retain_cause",".map_err(|_| 'failed to create workspace URI'.into())","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","integration_test","crates\perl-module\tests\module_resolution_candidate_api.rs","17","18","retain_cause",".map_err(|_| 'failed to create file URI'.into())","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","integration_test","crates\perl-module\tests\module_resolution_candidate_api.rs","88","18","retain_cause",".map_err(|_| 'failed to set localhost file URI host')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","integration_test","crates\perl-module\tests\module_resolution_uri_bdd.rs","11","18","retain_cause",".map_err(|_| 'failed to create file URI'.into())","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-module","integration_test","crates\perl-module\tests\module_resolution_uri_bdd.rs","17","18","retain_cause",".map_err(|_| 'failed to create directory URI'.into())","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser-core","integration_test","crates\perl-parser-core\tests\fix_synchronize_orphan_closer_loop.rs","23","18","retain_cause",".map_err(|_| format!('Parser timed out (infinite loop) on: {source}').into())","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser-core","integration_test","crates\perl-parser-core\tests\fix_synchronize_orphan_closer_loop.rs","80","18","retain_cause",".map_err(|_| format!('Parser timed out on: {source}'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser-core","integration_test","crates\perl-parser-core\tests\fix_synchronize_orphan_closer_loop.rs","116","57","retain_cause","rx.recv_timeout(Duration::from_secs(5)).map_err(|_| 'Parser timed out on valid code')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser-core","integration_test","crates\perl-parser-core\tests\fix_synchronize_orphan_closer_loop.rs","142","57","retain_cause","rx.recv_timeout(Duration::from_secs(5)).map_err(|_| 'Parser timed out on valid code')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser-core","integration_test","crates\perl-parser-core\tests\fix_synchronize_orphan_closer_loop.rs","171","57","retain_cause","rx.recv_timeout(Duration::from_secs(5)).map_err(|_| 'Parser timed out on recovery test')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser-core","integration_test","crates\perl-parser-core\tests\hir_control_flow_tests.rs","268","22","retain_cause",".map_err(|_| format!('expected modifier shell for {source:?}'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser","src_cfg_test","crates\perl-parser\src\incremental\lex.rs","575","22","retain_cause",".map_err(|_| anyhow::anyhow!('persisted origin checkpoint must restore'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser","integration_test","crates\perl-parser\tests\fuzz_documentation_infrastructure_pr159.rs","131","34","retain_cause",".map_err(|_| std::io::Error::other('AST validation failed'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","188","35","classification_only","handle.join().map_err(|_| 'Thread should complete successfully')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","285","53","classification_only","let result = indexing_handle.join().map_err(|_| 'Indexing thread should complete')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","356","48","classification_only","let result = handle.join().map_err(|_| 'Thread should complete')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","429","54","classification_only","let result = operation_handle.join().map_err(|_| 'Operation should complete')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","538","35","classification_only","handle.join().map_err(|_| 'Contention thread should complete')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","721","54","classification_only","let result = operation_handle.join().map_err(|_| 'Operation should complete')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-parser","integration_test","crates\perl-parser\tests\lsp_cancellation_mutation_hardening.rs","731","57","classification_only","state.requests_processed.lock().map_err(|_| 'Failed to acquire lock')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-subprocess-runtime","integration_test","crates\perl-subprocess-runtime\tests\extended_unit_tests.rs","301","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-subprocess-runtime","integration_test","crates\perl-subprocess-runtime\tests\extended_unit_tests.rs","324","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-subprocess-runtime","integration_test","crates\perl-subprocess-runtime\tests\extended_unit_tests.rs","351","33","classification_only","clear_thread.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","src_cfg_test","crates\perl-workspace\src\workspace\workspace_index.rs","9193","22","classification_only",".map_err(|_| 'generation N+1 thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","src_cfg_test","crates\perl-workspace\src\workspace\workspace_index.rs","9197","22","classification_only",".map_err(|_| 'generation N thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","src_cfg_test","crates\perl-workspace\src\workspace\workspace_index.rs","9336","26","classification_only",".map_err(|_| 'generation N+1 thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","src_cfg_test","crates\perl-workspace\src\workspace\workspace_index.rs","9340","26","classification_only",".map_err(|_| 'generation N thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","src_cfg_test","crates\perl-workspace\src\workspace\workspace_index.rs","9578","45","classification_only","parse_handle.join().map_err(|_| 'generation 5 parse thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","src_cfg_test","crates\perl-workspace\src\workspace\workspace_index.rs","9843","26","classification_only",".map_err(|_| 'generation 5 parse thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","integration_test","crates\perl-workspace\tests\comprehensive_unit_tests.rs","950","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","integration_test","crates\perl-workspace\tests\comprehensive_unit_tests.rs","1911","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-workspace","integration_test","crates\perl-workspace\tests\workspace_folder_integration.rs","14","49","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'failed to encode workspace path')?.to_string(","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-workspace","integration_test","crates\perl-workspace\tests\workspace_folder_integration.rs","28","49","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'failed to encode workspace path')?.to_string(","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"tree-sitter-perl-rs","integration_test","crates\tree-sitter-perl-rs\tests\incremental_equivalence_tests.rs","54","44","retain_cause","let line = u32::try_from(line).map_err(|_| 'line number exceeds u32'.to_owned())?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"tree-sitter-perl-rs","integration_test","crates\tree-sitter-perl-rs\tests\incremental_equivalence_tests.rs","55","48","retain_cause","let column = u32::try_from(column).map_err(|_| 'column exceeds u32'.to_owned())?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"xtask","src_cfg_test","xtask\src\tasks\ci_doctor.rs","434","22","retain_cause",".map_err(|_| color_eyre::eyre::eyre!('current-dir test lock poisoned'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"xtask","src_cfg_test","xtask\src\tasks\ci_doctor.rs","460","22","retain_cause",".map_err(|_| color_eyre::eyre::eyre!('current-dir test lock poisoned'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"xtask","src_cfg_test","xtask\src\tasks\ci_doctor.rs","479","22","retain_cause",".map_err(|_| color_eyre::eyre::eyre!('current-dir test lock poisoned'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"xtask","src_cfg_test","xtask\src\tasks\ripr_evidence.rs","3359","46","classification_only","RIPR_BIN_OVERRIDE.lock().map_err(|_| eyre!('RIPR_BIN test override lock poisoned'))?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"xtask","src_cfg_test","xtask\src\tasks\ripr_evidence.rs","6823","46","classification_only","RIPR_BIN_OVERRIDE.lock().map_err(|_| eyre!('RIPR_BIN test override lock poisoned'))?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"xtask","integration_test","xtask\tests\file_policy.rs","26","42","classification_only","INVENTORY_OUTPUT_LOCK.lock().map_err(|_| eyre!('inventory output lock poisoned'))","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"xtask","integration_test","xtask\tests\worktree_cleanup_cli.rs","695","38","classification_only","stderr_handle.join().map_err(|_| anyhow::anyhow!('stderr-draining thread panicked'))??;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\map_err_boundary_contract.rs","94","47","retain_cause","let lossy: String = must_err(source.map_err(|_| """"conversion failed"""".to_string()));","exact_exception","deliberate-lossy-specimen","no","CTRL","intentional dishonest-shape contrast fixture (#11246 control); needs exact reasoned expect when its crate activates"
